cluster,red_meat_consumption_3mo_numeric,poultry_consumption_3mo_numeric,seafood_consumption_3mo_numeric,dairy_consumption_3mo_numeric,egg_consumption_3mo_numeric,pb_meat_consumption_3mo_numeric,pb_milk_consumption_3mo_numeric,pb_dairy_consumption_3mo_numeric,fruits_vegetables_consumption_3mo_numeric,ma_fan_of_meat_numeric,ma_feel_bad_eating_meat_numeric,ma_meat_right_numeric,ma_meat_irreplaceable_numeric,ma_fine_meatless_diet_numeric,da_fan_of_dairy_numeric,da_feel_bad_eating_dairy_numeric,da_dairy_right_numeric,da_dairy_irreplaceable_numeric,da_fine_no_dairy_numeric,animal_welfare_important,reduce_meat_consumption_important,political_orientation_numeric,neophobia_total_score
0,3.263482280431433,3.889060092449923,2.7812018489984593,5.163328197226503,3.6563944530046224,0.5315870570107858,0.6363636363636364,0.24961479198767333,4.956856702619414,4.178736517719568,4.00924499229584,3.499229583975347,3.5546995377503854,3.7657935285053927,4.228043143297381,4.3189522342064715,3.5546995377503854,3.7426810477657937,3.815100154083205,3.352850539291217,2.4668721109399074,4.215716486902927,13.397534668721109
1,1.2574850299401197,2.0778443113772456,1.9341317365269461,4.332335329341317,3.05688622754491,2.3502994011976046,2.754491017964072,1.6497005988023952,5.778443113772455,2.302395209580838,2.5149700598802394,2.4491017964071857,1.6796407185628743,1.9580838323353293,3.5778443113772456,3.395209580838323,2.589820359281437,2.691616766467066,2.907185628742515,4.200598802395209,4.1467065868263475,5.197604790419161,13.050898203592814
